河北航空,NS3263,石家庄,正定国际机场,T2,2020-03-27 14:10:00,2020-03-27 17:00:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-03-27 09:00:00,2020-03-27 11:50:00,厦门,高崎国际机场,T4,560,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-03-28 08:05:00,2020-03-28 10:45:00,厦门,高崎国际机场,T3,620,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-03-28 08:05:00,2020-03-28 10:45:00,厦门,高崎国际机场,T3,550,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-03-28 11:15:00,2020-03-28 13:55:00,厦门,高崎国际机场,T3,620,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-03-28 11:15:00,2020-03-28 13:55:00,厦门,高崎国际机场,T3,560,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-03-28 14:10:00,2020-03-28 17:00:00,厦门,高崎国际机场,T3,550,波音738
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-03-29 08:05:00,2020-03-29 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-03-29 08:05:00,2020-03-29 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-03-29 11:15:00,2020-03-29 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-03-29 11:15:00,2020-03-29 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-03-29 17:10:00,2020-03-29 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-03-29 17:10:00,2020-03-29 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-03-29 07:00:00,2020-03-29 09:50:00,厦门,高崎国际机场,T4,480,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-03-30 08:05:00,2020-03-30 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-03-30 08:05:00,2020-03-30 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-03-30 11:15:00,2020-03-30 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-03-30 11:15:00,2020-03-30 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-03-30 17:10:00,2020-03-30 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-03-30 17:10:00,2020-03-30 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-03-30 07:00:00,2020-03-30 09:50:00,厦门,高崎国际机场,T4,480,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-03-31 08:05:00,2020-03-31 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-03-31 08:05:00,2020-03-31 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-03-31 11:15:00,2020-03-31 13:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-03-31 11:15:00,2020-03-31 13:55:00,厦门,高崎国际机场,T3,650,巴航工190
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-03-31 17:10:00,2020-03-31 19:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-03-31 17:10:00,2020-03-31 19:55:00,厦门,高崎国际机场,T3,560,巴航工190
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-03-31 07:00:00,2020-03-31 09:50:00,厦门,高崎国际机场,T4,480,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-01 08:05:00,2020-04-01 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-01 08:05:00,2020-04-01 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-01 11:15:00,2020-04-01 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-01 11:15:00,2020-04-01 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-01 17:10:00,2020-04-01 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-01 17:10:00,2020-04-01 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-01 07:00:00,2020-04-01 09:50:00,厦门,高崎国际机场,T4,480,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-02 08:05:00,2020-04-02 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-02 08:05:00,2020-04-02 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-04-02 11:15:00,2020-04-02 13:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-04-02 11:15:00,2020-04-02 13:55:00,厦门,高崎国际机场,T3,650,巴航工190
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-02 17:10:00,2020-04-02 19:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-02 17:10:00,2020-04-02 19:55:00,厦门,高崎国际机场,T3,560,巴航工190
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-02 07:00:00,2020-04-02 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-03 08:05:00,2020-04-03 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-03 08:05:00,2020-04-03 10:45:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-03 11:15:00,2020-04-03 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-03 11:15:00,2020-04-03 13:55:00,厦门,高崎国际机场,T3,650,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-03 17:10:00,2020-04-03 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-03 17:10:00,2020-04-03 19:55:00,厦门,高崎国际机场,T3,650,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-03 07:00:00,2020-04-03 09:50:00,厦门,高崎国际机场,T4,560,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-04 08:05:00,2020-04-04 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-04 08:05:00,2020-04-04 10:45:00,厦门,高崎国际机场,T3,650,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-04-04 11:15:00,2020-04-04 13:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-04-04 11:15:00,2020-04-04 13:55:00,厦门,高崎国际机场,T3,722,巴航工190
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-04 17:10:00,2020-04-04 19:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-04 17:10:00,2020-04-04 19:55:00,厦门,高崎国际机场,T3,722,巴航工190
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-04 07:00:00,2020-04-04 09:50:00,厦门,高崎国际机场,T4,560,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-05 08:05:00,2020-04-05 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-05 08:05:00,2020-04-05 10:45:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-05 11:15:00,2020-04-05 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-05 11:15:00,2020-04-05 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-05 17:10:00,2020-04-05 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-05 17:10:00,2020-04-05 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-05 07:00:00,2020-04-05 09:50:00,厦门,高崎国际机场,T4,560,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-06 08:05:00,2020-04-06 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-06 08:05:00,2020-04-06 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-06 11:15:00,2020-04-06 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-06 11:15:00,2020-04-06 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-06 17:10:00,2020-04-06 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-06 17:10:00,2020-04-06 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-06 07:00:00,2020-04-06 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-07 08:05:00,2020-04-07 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-07 08:05:00,2020-04-07 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-04-07 11:15:00,2020-04-07 13:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-04-07 11:15:00,2020-04-07 13:55:00,厦门,高崎国际机场,T3,650,巴航工190
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-07 17:10:00,2020-04-07 19:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-07 17:10:00,2020-04-07 19:55:00,厦门,高崎国际机场,T3,560,巴航工190
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-07 07:00:00,2020-04-07 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-08 08:05:00,2020-04-08 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-08 08:05:00,2020-04-08 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-08 11:15:00,2020-04-08 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-08 11:15:00,2020-04-08 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-08 17:10:00,2020-04-08 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-08 17:10:00,2020-04-08 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-08 07:00:00,2020-04-08 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-09 08:05:00,2020-04-09 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-09 08:05:00,2020-04-09 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-04-09 11:15:00,2020-04-09 13:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-04-09 11:15:00,2020-04-09 13:55:00,厦门,高崎国际机场,T3,650,巴航工190
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-09 17:10:00,2020-04-09 19:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-09 17:10:00,2020-04-09 19:55:00,厦门,高崎国际机场,T3,560,巴航工190
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-09 07:00:00,2020-04-09 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-10 08:05:00,2020-04-10 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-10 08:05:00,2020-04-10 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-10 11:15:00,2020-04-10 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-10 11:15:00,2020-04-10 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-10 17:10:00,2020-04-10 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-10 17:10:00,2020-04-10 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-10 07:00:00,2020-04-10 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-11 08:05:00,2020-04-11 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-11 08:05:00,2020-04-11 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-04-11 11:15:00,2020-04-11 13:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-04-11 11:15:00,2020-04-11 13:55:00,厦门,高崎国际机场,T3,650,巴航工190
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-11 17:10:00,2020-04-11 19:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-11 17:10:00,2020-04-11 19:55:00,厦门,高崎国际机场,T3,560,巴航工190
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-11 07:00:00,2020-04-11 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-12 08:05:00,2020-04-12 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-12 08:05:00,2020-04-12 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-12 11:15:00,2020-04-12 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-12 11:15:00,2020-04-12 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-12 17:10:00,2020-04-12 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-12 17:10:00,2020-04-12 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-12 07:00:00,2020-04-12 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-13 08:05:00,2020-04-13 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-13 08:05:00,2020-04-13 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-13 11:15:00,2020-04-13 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-13 11:15:00,2020-04-13 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-13 17:10:00,2020-04-13 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-13 17:10:00,2020-04-13 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-13 07:00:00,2020-04-13 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-14 08:05:00,2020-04-14 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-14 08:05:00,2020-04-14 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-04-14 11:15:00,2020-04-14 13:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-04-14 11:15:00,2020-04-14 13:55:00,厦门,高崎国际机场,T3,650,巴航工190
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-14 17:10:00,2020-04-14 19:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-14 17:10:00,2020-04-14 19:55:00,厦门,高崎国际机场,T3,560,巴航工190
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-14 07:00:00,2020-04-14 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-15 08:05:00,2020-04-15 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-15 08:05:00,2020-04-15 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-15 11:15:00,2020-04-15 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-15 11:15:00,2020-04-15 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-15 17:10:00,2020-04-15 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-15 17:10:00,2020-04-15 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-15 07:00:00,2020-04-15 09:50:00,厦门,高崎国际机场,T4,490,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-16 08:05:00,2020-04-16 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-16 08:05:00,2020-04-16 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-04-16 11:15:00,2020-04-16 13:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-04-16 11:15:00,2020-04-16 13:55:00,厦门,高崎国际机场,T3,650,巴航工190
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-16 17:10:00,2020-04-16 19:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-16 17:10:00,2020-04-16 19:55:00,厦门,高崎国际机场,T3,560,巴航工190
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-16 07:00:00,2020-04-16 09:50:00,厦门,高崎国际机场,T4,470,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-17 08:05:00,2020-04-17 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-17 08:05:00,2020-04-17 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-17 11:15:00,2020-04-17 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-17 11:15:00,2020-04-17 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-17 17:10:00,2020-04-17 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-17 17:10:00,2020-04-17 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-17 07:00:00,2020-04-17 09:50:00,厦门,高崎国际机场,T4,470,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-18 08:05:00,2020-04-18 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-18 08:05:00,2020-04-18 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-04-18 11:15:00,2020-04-18 13:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-04-18 11:15:00,2020-04-18 13:55:00,厦门,高崎国际机场,T3,650,巴航工190
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-18 17:10:00,2020-04-18 19:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-18 17:10:00,2020-04-18 19:55:00,厦门,高崎国际机场,T3,560,巴航工190
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-18 07:00:00,2020-04-18 09:50:00,厦门,高崎国际机场,T4,470,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-19 08:05:00,2020-04-19 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-19 08:05:00,2020-04-19 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-19 11:15:00,2020-04-19 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-19 11:15:00,2020-04-19 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-19 17:10:00,2020-04-19 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-19 17:10:00,2020-04-19 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-19 07:00:00,2020-04-19 09:50:00,厦门,高崎国际机场,T4,470,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-20 08:05:00,2020-04-20 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-20 08:05:00,2020-04-20 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7057,石家庄,正定国际机场,T2,2020-04-20 11:15:00,2020-04-20 13:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3283,石家庄,正定国际机场,T2,2020-04-20 11:15:00,2020-04-20 13:55:00,厦门,高崎国际机场,T3,560,波音738
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-20 17:10:00,2020-04-20 19:55:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-20 17:10:00,2020-04-20 19:55:00,厦门,高崎国际机场,T3,560,波音738
春秋航空,9C8975,石家庄,正定国际机场,T2,2020-04-20 07:00:00,2020-04-20 09:50:00,厦门,高崎国际机场,T4,470,空客320
厦门航空,MF7035,石家庄,正定国际机场,T2,2020-04-21 08:05:00,2020-04-21 10:45:00,厦门,高崎国际机场,T3,740,波音738
河北航空,NS3247,石家庄,正定国际机场,T2,2020-04-21 08:05:00,2020-04-21 10:45:00,厦门,高崎国际机场,T3,480,波音738
厦门航空,MF7043,石家庄,正定国际机场,T2,2020-04-21 11:15:00,2020-04-21 13:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3261,石家庄,正定国际机场,T2,2020-04-21 11:15:00,2020-04-21 13:55:00,厦门,高崎国际机场,T3,650,巴航工190
厦门航空,MF7045,石家庄,正定国际机场,T2,2020-04-21 17:10:00,2020-04-21 19:55:00,厦门,高崎国际机场,T3,740,巴航工190
河北航空,NS3263,石家庄,正定国际机场,T2,2020-04-21 17:10:00,2020-04-21 19:55:00,厦门,高崎国际机场,T3,560,巴航工190
